"Descripción del contrato","Entidad ","Contratista","Nomenclatura del proceso","Número del contrato","Objeto ","Moneda ","Monto ","Presupuesto ","CCP ","Previsión Presupuestal ","Fecha de suscripción del contrato","Fecha de inicio del contrato","Fecha fin del contrato","Estado"
"SERVICIO DE PRODUCCIÓN DEL PROGRAMA RADIAL TALARA MI ORGULLO","20100128218-PETROLEOS DEL PERU S.A.","20507211837-TREBOL CONSULTORES E.I.R.L.","SEL-PROC-85-2021-OFP / PETROPERU-1","4200083258","SERVICIO","S/","245000"," "," "," ","12/01/2022","17/01/2022","17/01/2023","Publicado"
"SERVICIO DE REPARACIÓN DE EQUIPO DE PUNTO DE CONGELAMIENTO APG-01 DE UNIDAD LABORATORIO DE REFINERÍA CONCHAN","20100128218-PETROLEOS DEL PERU S.A.","20268042211-NEOTEC CIENTIFICA S.A","SEL-PROC-49-2021-OPC / PETROPERU-1","4200083362","SERVICIO","S/","93190.5"," "," "," ","26/01/2022","31/01/2022","30/04/2022","Publicado"
"SERVICIO DE SUSCRIPCION DE LICENCIAS DE SOFTWARE","20100128218-PETROLEOS DEL PERU S.A.","20264180971-PROFILE CONSULTING GROUP SOCIEDAD ANONIMA CERRADA - PROFILE CONSULTING GROUP S.A.C.","SEL-PROC-49-2021-OLE / PETROPERU-1","4200083298","SERVICIO","S/","55814"," "," "," ","18/01/2022","19/01/2022","01/03/2022","Publicado"
"SERVICIO DE MANTENIMIENTO DE BALANZAS DE CAMIONES DE PLANTA DE VENTAS DE REFINERIA CONCHAN","20100128218-PETROLEOS DEL PERU S.A.","20471742792-METROLOGIA E INGENIERIA LINO S.A.C.","SEL-PROC-53-2021-OPC / PETROPERU-1","4200083352","SERVICIO","S/.","415321.62"," "," "," ","25/01/2022","01/02/2022","30/01/2025","Publicado"
" SERVICIO DE CALIBRACIÓN DE CONTÓMETROS DE PUENTES E ISLAS DE DESPACHO EN PLANTAS Y TERMINALES DEL SUR POR 03 AÑOS","20100128218-PETROLEOS DEL PERU S.A.","20471742792-METROLOGIA E INGENIERIA LINO S.A.C.","ABR-PROC-92-2021-OFP / PETROPERU-1","4200083206","SERVICIO","S/","2565792"," "," "," ","04/01/2022","17/01/2022","16/01/2025","Publicado"
"SERVICIO DE PRESERVACION DE SELLOS MECANICOS SECOS JOHN CRANE, ADQUIRIDOS PARA REPUESTOS CAPITAL DE LAS UNIDADES DE PROCESO DE LA NUEVA REFINERIA TALARA","20100128218-PETROLEOS DEL PERU S.A.","20545527180-JOHN CRANE PERU S.A.C.","ABR-PROC-79-2021-OTL / PETROPERU-1","4200083250","SERVICIO","$","355817.2"," "," "," ","13/01/2022","13/01/2022","20/04/2022","Publicado"
" SERVICIO DE AUSPICIO A LA FEDERACIÓN PERUANA DE FUTBOL (FPF) EN LA CATEGORÍA BRONCE.","20100128218-PETROLEOS DEL PERU S.A.","20156399036-FEDERACION PERUANA DE FUTBOL","ABR-PROC-103-2021-OFP / PETROPERU-1","4200083259","SERVICIO","$","354000"," "," "," ","12/01/2022","12/01/2022","12/01/2023","Publicado"
" SERVICIO DE PROTECCIÓN PERSONAL PARA ALTA DIRECCIÓN DE PETROPERÚ","20100128218-PETROLEOS DEL PERU S.A.","20372190028-AVP Y SEGURIDAD S.A.C.","ABR-PROC-1-2022-OFP / PETROPERU-1","4200083326","SERVICIO","S/","560017.5"," "," "," ","20/01/2022","20/01/2022","08/09/2022","Publicado"
"SERVICIO D EOPERACION CON EQUIPO DE PULLING PARA POZOS DEL LOTE I","20100128218-PETROLEOS DEL PERU S.A.","L0536925245-SOUTH AMERICAN DRILLING S. A. C.","ABR-PROC-7-2022-OFP / PETROPERU-1","4200083374","SERVICIO","$","267624"," "," "," ","27/01/2022","27/01/2022","27/06/2022","Publicado"
" SERVICIO DE SOPORTE Y ACOMPAÑAMIENTO DURANTE LA EVALUACION DEL DETERIORO DEL VALOR DE LOS ACTIVOS DEL PMRT","20100128218-PETROLEOS DEL PERU S.A.","20522070611-DELOITTE CORPORATE FINANCE S.A.C.","ABR-PROC-71-2021-OTL / PETROPERU-1","4200083247","SERVICIO","$","14160"," "," "," ","12/01/2022","13/01/2022","11/07/2022","Publicado"
"ADQUISICIÓN DE HIPOCLORITO DE SODIO A NIVEL NACIONAL","20100362598-SERVICIOS INTEGRADOS DE LIMPIEZA SA","20106969176-DERIVADOS QUIMICOS SATELITE S.A.","AS - 7ma. Disp. Com. Final Reg. Ley 30225-SM-14-2021-SILSA-2","CONTRATO N° 3-2022-SILSA","BIEN","S/","497988"," "," "," ","13/01/2022","13/01/2022","13/01/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO DE CORREO ELECTRONICO  EN LA NUBE Y HERRAMIENTAS DE PRODUCTIVIDAD PARA  SERVICIOS INTEGRADOS DE LIMPIEZA S.A. ¿ SILSA","20100362598-SERVICIOS INTEGRADOS DE LIMPIEZA SA","20504714382-G & S GESTION Y SISTEMAS S.A.C.","AS-SM-15-2021-SILSA-2","CONTRATO N° 1-2022-SILSA","SERVICIO","S/","120893.69"," "," "," ","04/01/2022","04/01/2022","04/01/2023","Publicado"
"ADQUISICIÓN DE GUANTES DE JEBE  ITEM N° 1 ¿GUANTES DE JEBE NEGRO CALIBRE 35¿","20100362598-SERVICIOS INTEGRADOS DE LIMPIEZA SA","20601420458-GRUPO BESCA S.A.C","AS - 7ma. Disp. Com. Final Reg. Ley 30225-SM-17-2021-SILSA-1","CONTRATO N° 2-2022-SILSA","BIEN","S/","370591.2"," "," "," ","07/01/2022","07/01/2022","07/01/2023","Publicado"
"CONTRATACION DE SERVICIO DE POLIZA DE SEGURO DE VEHICULOS DE LA DIRIS LIMA ESTE","20602236596-DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE","20100210909-LA POSITIVA SEGUROS Y REASEGUROS","AS-SM-20-2021-DIRIS-LE-1","0001","SERVICIO","S/","38354.38","38354.38","38354.38"," ","28/01/2022","29/01/2022","28/01/2023","Publicado"
"CONTRATACION DE SERVICIO DE TRANSPORTE DE PRODUCTOS FARMACEUTICOS, DISPOSITIVOS MEDICOS Y PRODUCTOS SANITARIOS EN EL MARCO DE LA EMERGENCIA SANITARIA POR COVID-19","20602236596-DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE","20392661647-EMPRESA DE TRANSPORTES DE CARGA CAMPOS S.A.C","AS-SM-19-2021-DIRIS LE-1","003","SERVICIO","S/","61248","61248","61248"," ","04/02/2022","05/02/2022","30/04/2023","Publicado"
"SERVICIO DE ESTUDIO DE MICROLOCALIZACION PARA DEFINIR LA UBICACION  PARA LOS CENTROS DE EMPLEO DE LIMA 2 Y LIMA 3","20601761069-PROGRAMA PARA EL MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEL CENTRO DE EMPLEO FORTALECE PERU","20306302621-ARELLANO INVESTIGACION DE MARKETING S.A.","CONV-PROC-1-2022-MTPE-FP-CP-1","S-064-0-3547","SERVICIO","S/","105000"," "," "," ","17/01/2022","17/01/2022","18/03/2022","Publicado"
" ADQUISICIÓN ANUAL DE GASA FRACCIONADA ESTÉRIL 7.5CM X 7.5CM X 8 PLIEGUES X 5 UNIDADES PARA EL HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR","20601224624-HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR","20506248036-ALKHOFAR SOCIEDAD ANONIMA CERRADA","AS-SM-19-2021-HEVES-MINSA-1","003-2022-HEVES","BIEN","S/","34800","34800","34800"," ","13/01/2022","14/01/2022","31/01/2023","Publicado"
"ADQUISICIÓN INSTITUCIONAL ANUAL DE HALOPERIDOL 1 ML 5 MG INY PARA EL ABASTECIMIENTO 2021 DEL HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR","20601224624-HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR","20381450377-FRESENIUS KABI PERU S.A.","SIE-SIE-10-2021-HEVES-MINSA-1","Nº 002-2022-HEVES","BIEN","S/","99500","99500","99500"," ","14/01/2022","17/01/2022","31/08/2022","Publicado"
"SERVICIO DE SUMINISTRO E INSTALACION DE BOMBA DE CONCENTRADO DE ESPUMA DE LA UNIDAD E-ONE NL-3665","20100128218-PETROLEOS DEL PERU S.A.","20131308095-AMEZAGA ARELLANO S.A.C.INGENIEROS","ABR-PROC-74-2021-OTL / PETROPERU-1","4200083343","SERVICIO","S/","174871.85"," "," "," ","24/01/2022","24/01/2022","02/06/2022","Publicado"
"Contratación del servicio de seguridad y vigilancia para la casona de Editora Perú en la ciudad de Arequipa","20100072751-EMPRESA PERUANA DE SERVICIO EDITORIALES","20605542922-DIOVIC TACTICAL SECURITY S.A.C.","AS-SM-10-2021-EP-1","0001-2022-EDITORAPERU","SERVICIO","S/","64981.8"," "," "," ","19/01/2022","20/01/2022","19/01/2023","Publicado"
"Contratación del Servicio de Licenciamiento de Software de Ambiente Gráfico","20100072751-EMPRESA PERUANA DE SERVICIO EDITORIALES","20544303709-MICRO SOLUTIONS TI S.A.","AS-SM-17-2021-EP-1","002-GG-EP-2022","SERVICIO","S/","177726.22"," "," "," ","18/01/2022","19/01/2022","19/01/2023","Publicado"
"CONTRATACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LOS LOCALES DE EDITORA PERU EN LIMA","20100072751-EMPRESA PERUANA DE SERVICIO EDITORIALES","20375937884-VIGILANCIA UNIVERSAL S.A.C.","DIRECTA-PROC-4-2021-EP-1","001-2022-GG/EP","SERVICIO","S/","317007.08"," "," "," ","10/01/2022","11/01/2022","10/05/2022","Publicado"
"CONTRATACION DEL SERVICIO DE ACCESO A INTERNET PARA LA SEDE CENTRAL DEL BANCO DE MATERIALES SAC EN LIQUIDACIÓN","20100178584-BANCO DE MATERIALES EN LIQUIDACION","20252575457-CENTURYLINK PERU S.A.","AS-SM-2-2021-BANMAT-1","007-2022","SERVICIO","S/","83544"," "," "," ","31/01/2022","01/02/2022","31/01/2023","Publicado"
"Item III, IV, VI, VII - Adquisición de Merchandising","20100030595-BANCO DE LA NACION","20510140657-FULL TEXTIL E.I.R.L.","LP-SM-8-2021-BN.-1","CONTRATO N° 028295-2022-BN","BIEN","S/","234320"," "," "," ","17/01/2022","18/01/2022","09/04/2022","Publicado"
"Item I - Adquisición de Merchandising","20100030595-BANCO DE LA NACION","20600451562-CONSORCIO EDUCATIVO","LP-SM-8-2021-BN.-1","CONTRATO N° 028294-2022-BN","BIEN","S/","216000"," "," "," ","14/01/2022","15/01/2022","06/04/2022","Publicado"
"Item II - Adquisición de Merchandising","20100030595-BANCO DE LA NACION","20565506073-JHONHEN PERU S.A.C.","LP-SM-8-2021-BN.-1","CONTRATO N° 028275-2022-BN","BIEN","S/","79200"," "," "," ","07/01/2022","08/01/2022","30/03/2022","Publicado"
"Item V - Adquisición de Merchandising","20100030595-BANCO DE LA NACION","20562958364-FRINOX SERVICE E.I.R.L.","LP-SM-8-2021-BN.-1","CONTRATO N° 028277-2022-BN","BIEN","S/","82000"," "," "," ","10/01/2022","11/01/2022","02/04/2022","Publicado"
"Servicio de habilitación y traslado de los extractos bancarios","20100030595-BANCO DE LA NACION","20600268105-ENTREGA GLOBAL - SMART GLOBAL","AS-SM-34-2021-BN-1","CONTRATO N° 028276-2022-BN","SERVICIO","S/","433377.6"," "," "," ","07/01/2022","08/01/2022","08/01/2024","Publicado"
"Adquisición e instalación de grupos electrógenos y tableros de transferencia para Agencias del Banco de la Nación a nivel nacional","20100030595-BANCO DE LA NACION","20507745629-VALTOM INGENIEROS SAC - VERIFICACION Y CONTROL DE DATOS SAC - OLC INGENIEROS EIRL","LP-SM-9-2021-BN-1","CONTRATO N° 028278-2022-BN","BIEN","S/","11280000"," "," "," ","07/01/2022","08/01/2022","25/09/2024","Publicado"
"Servicio de atención medica para oficinas administrativas del Banco de la Nación","20100030595-BANCO DE LA NACION","20556374318-SERVICIOS PAMA SALUD E.I.R.L.","CP-SM-20-2021-BN-1","CONTRATO N° 028281-2022-BN","SERVICIO","S/","1599292.8"," "," "," ","12/01/2022","19/01/2022","18/01/2025","Publicado"
"Servicio de traslado de documentos de la Agencia 2 Chosica hacia la Agencia 3 Matucana y San Mateo y viceversa","20100030595-BANCO DE LA NACION","20392661647-EMPRESA DE TRANSPORTES DE CARGA CAMPOS S.A.C","AS-SM-39-2021-BN-1","CONTRATO N° 028274-2022-BN","SERVICIO","S/","49000"," "," "," ","04/01/2022","05/01/2022","05/01/2024","Publicado"
"Adquisición de polos para los trabajadores que laboran los días sábados en la Red de Agencias a nivel nacional","20100030595-BANCO DE LA NACION","20510140657-FULL TEXTIL E.I.R.L.","AS-SM-42-2021-BN-1","CONTRATO N° 028320-2022-BN","BIEN","S/","141316.2"," "," "," ","25/01/2022","26/01/2022","02/06/2022","Publicado"
"Servicio de mantenimiento preventivo y correctivo soporte técnico y atención de emergencias para los equipos del sistema HVAC de la Sede Principal del Banco de la Nación","20100030595-BANCO DE LA NACION","20556493597-RIVIERA COOL SOCIEDAD ANONIMA CERRADA -RIVIERA COOL S.A.C.","CP-SM-27-2021-BN-1","CONTRATO N° 028342-2022-BN","SERVICIO","S/","11544849.01"," "," "," ","28/01/2022","29/01/2022","28/01/2025","Publicado"
"Servicio de traslado de documentos de la Agencia 3 Canta hacia oficina principal y viceversa","20100030595-BANCO DE LA NACION","20603376685-CONSTRUCTORA LIDER INGENIERO CONTRATISTA GENERALES E.I.R.L.","AS-SM-44-2021-BN-1","CONTRATO N° 028321-2022-BN","SERVICIO","S/","52000"," "," "," ","28/01/2022","29/01/2022","29/01/2024","Publicado"
" Adquisición e implementación de productos para los procesos contables, administrativos, presupuestales y de gestión","20100030595-BANCO DE LA NACION","20381041957-TS NET S.A.","LP-SM-10-2021-BN-1","CONTRATO N° 028343-2022-BN","BIEN","S/","8929793.44"," "," "," ","01/02/2022","02/02/2022","10/11/2023","Publicado"
"Servicio de consultoría de actualización de los grupos de interes, identificación de asuntos materiales y propuesta de una estrategia de gestión de la sostenibilidad y responsabilidad social del Banco de la Nación","20100030595-BANCO DE LA NACION","20603045069-CARAVEDO, TEJADA Y CUBA CONSULTORES S.A.C.-CTC CONSULTORES","AS-SM-32-2021-BN-2","CONTRATO N° 028346-2022-BN","SERVICIO","S/","98050"," "," "," ","07/02/2022","08/02/2022","28/06/2022","Publicado"
"Servicio de acompañamiento para la transición a Ipv6 de la infraestructura tecnológica del Banco de la Nación","20100030595-BANCO DE LA NACION","20502800125-INFORMATION TECHNOLOGY BUSSINESS S.A.C.","AS-SM-29-2021-BN-2","CONTRATO N° 028345-2022-BN","SERVICIO","S/","194500"," "," "," ","03/02/2022","04/02/2022","04/06/2022","Publicado"
"Servicio de arrendamiento de inmuebles (espacio) en los distritos de Huaraz, Chimbote, Arequipa, Cusco, Huanuco, Tarapoto para el funcionamiento de seis (06) cajeros automáticos tipo pedestal","20100030595-BANCO DE LA NACION","20501913970-AGENCIA DE COBROS KASNET S.A.C.","DIRECTA-PROC-6-2021-BN-1","CONTRATO N° 028298-2022-BN","SERVICIO","S/","178416"," "," "," ","14/01/2022","15/01/2022","14/01/2025","Publicado"
"Servicio de arrendamiento de inmuebles (espacio) en el distrito de Tarapoto para el funcionamiento de un (01) cajero automático tipo pedestal","20100030595-BANCO DE LA NACION","20450423085-GRIFO CAROLINA S.A.C.","DIRECTA-PROC-5-2021-BN-1","CONTRATO N° 028292-2022-BN","SERVICIO","S/","36000"," "," "," ","13/01/2022","14/01/2022","13/01/2025","Publicado"
"Adquisición y Personalización de 900,000 Tarjetas Plásticas Chip Dual Interface (Contacto/Sin Contacto)","20100030595-BANCO DE LA NACION","20300672079-CONSORCIO CYRUS TRADING S.A:C. ¿ HOGIER GARTNER & CIA C.A.","DIRECTA-PROC-14-2021-BN-1","CONTRATO N° 028273-2022-BN","BIEN","$","1890000"," "," "," ","04/01/2022","05/01/2022","15/04/2022","Publicado"
"SUSCRIPCIÓN BASE DE DATOS ANUAL IATA","20420248645-ORGANISMO SUPERVISOR DE LA INVERSION EN INFRAESTRUCTURA DE TRANSPORTE DE USO PUBLICO","L0000000325-INTERNATIONAL AIR TRANSPORT ASSOCIATION - IATA","INTER-PROC-2-2021-OSITRAN-1","00004-2022","SERVICIO","$","4983.14","24915.7","24915.7","4983.14","11/01/2022","14/01/2022","26/01/2022","Publicado"
"SERVICIO DE UN ESTUDIO DE ABOGADOS PARA LA DEFENSA JURIDICA Y ASESORIA LEGAL DEL EXFUNCIONARIO GLODOMIRO SANCHEZ MEJIA, EN SU CONDICION DE EX MIEMBRO DEL CONSEJO DIRECTIVO DE PROINVERSION PARA SU DEFENSA EN EL PROCESO DE INVESTIGACION SEGUIDO POR LA FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA","20380799643-AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION","20419020606-MIRANDA & AMADO ABOGADOS S. CIVIL DE R.L","DIRECTA-PROC-11-2021-PROINVERSION-1","001-2022","SERVICIO","S/","80000","80000","25000","135000","13/01/2022","14/01/2022","13/01/2023","Publicado"
"CONTRATACION DE ALQUILER DE FOTOCOPIADORAS PARA EL SERVICIO INTEGRAL DE FOTOCOPIADO, IMPRESION Y ESCANEO DE DOCUMENTOS","20161704378-DESPACHO PRESIDENCIAL","20601123861-CORPORACION LUCILA S.A.C.","AS-SM-13-2021-DP-1","001-2022-DP","SERVICIO","S/","314886.9","314886.9","157443.45","495307.73","10/01/2022","14/01/2022","13/01/2024","Publicado"
"CONTRATACIÓN DEL SUMINISTRO DE GAS LICUADO DE PETROLEO (GLP) A GRANEL PARA EL ÁREA DE ALIMENTACIÓN DEL DESPACHO PRESIDENCIAL","20161704378-DESPACHO PRESIDENCIAL","20100366747-LLAMA GAS S A","SIE-SIE-4-2021-DP-1","002-2022-DP","BIEN","S/","67200","67200","61600","5600","18/01/2022","24/01/2022","23/01/2023","Publicado"
"contratación del Seguro Desgravamen para las carteras EXCONEMINSA y EX CAJA PAITA en liquidación, Seguro Desgravamen para la cartera Luren en liquidación y seguro incendio para la cartera Luren en liquidación, carteras administradas por el Fondo MIVIVIENDA S.A.","20414671773-FONDO MIVIVIENDA S.A.","20517207331-PROTECTA S.A. COMPAÑIA DE SEGUROS","CP-SM-4-2021-FMV-1","Nro. 002-2022-FMV","SERVICIO","S/","691854.71"," "," "," ","06/01/2022","07/01/2022","07/01/2024","Publicado"
" la contratación del Seguro Desgravamen para las carteras EXCONEMINSA y EX CAJA PAITA en liquidación, Seguro Desgravamen para la cartera Luren en liquidación y seguro incendio para la cartera Luren en liquidación, carteras administradas por el Fondo MIVIVIENDA S.A.","20414671773-FONDO MIVIVIENDA S.A.","20100210909-LA POSITIVA SEGUROS Y REASEGUROS","CP-SM-4-2021-FMV-1","Nro. 003-2022-FMV","SERVICIO","S/","236217.08"," "," "," ","10/01/2022","14/02/2022","14/02/2023","Publicado"
"Servicio de Contact center","20414671773-FONDO MIVIVIENDA S.A.","20521912970-MASTER CENTER AMERICAS SOCIEDAD ANONIMA CERRADA","CP-SM-3-2021-FMV-1","Nro. 001-2022-FMV","SERVICIO","S/","1574072.8"," "," "," ","05/01/2022","06/01/2022","29/01/2024","Publicado"
"SERVICIO VIGILANCIA NORTE","20414671773-FONDO MIVIVIENDA S.A.","20103358761-MULTISERVICIOS INTEGRALES RESGUARDO Y ALARMAS S.A.","AS-SM-10-2021-FMV-1","006-2022-FMV","SERVICIO","S/","37935.66"," "," "," ","28/01/2022","01/02/2022","31/01/2023","Publicado"
"SERVICIO DE VIGILANCIA - LIMA Y CALLAO","20414671773-FONDO MIVIVIENDA S.A.","20372190028-AVP Y SEGURIDAD S.A.C.","AS-SM-10-2021-FMV-1","011-2022-FMV","SERVICIO","S/","117802.42"," "," "," ","07/02/2022","08/02/2022","07/02/2023","Publicado"
"SERVICIO DE VIGILANCIA - CENTRO","20414671773-FONDO MIVIVIENDA S.A.","20604976007-SERVICIOS PATRON SANTIAGO SOCIEDAD ANONIMA CERRADA - SERPASANT S.A.C.","AS-SM-10-2021-FMV-1","011-2022-FMV","SERVICIO","S/","72000"," "," "," ","03/02/2022","05/02/2022","04/02/2023","Publicado"
"Contratación del Servicio de agenciamiento de pasajes nacionales e internacionales para el Fondo Mivivienda S.A.","20414671773-FONDO MIVIVIENDA S.A.","20100999430-DOMIRUTH TRAVEL SERVICE S.A.C","AS-SM-11-2021-FMV-1","NRO. 007-2022-FMV","SERVICIO","$","26640.2"," "," "," ","31/01/2022","01/02/2022","31/01/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO DE DIGITALIZACIÓN DE EXPEDIENTES Y DOCUMENTOS ADMINISTRATIVOS DEL FONDO MIVIVIENDA S.A. (FMV S.A.)","20414671773-FONDO MIVIVIENDA S.A.","20545306922-GRUPO CARBAK S.A.C","AS-SM-12-2021-FMV-1","Nro. 008-2022-FMV","SERVICIO","S/","131302.46"," "," "," ","31/01/2022","01/02/2022","31/01/2023","Publicado"
"CONTRATACIÓN DE SERVICIO DE ASEGURAMIENTO Y SOPORTE DE LICENCIAS SOFTWARE DE MONITOREO DEL DIRECTORIO ACTIVO, SERVIDORES DE ARCHIVOS Y ADMINISTRACION DE CONTRASEÑAS","20414671773-FONDO MIVIVIENDA S.A.","20515457021-QSOFTGROUP S.A.C.","AS-SM-14-2021-FMV-1","Nro. 004-2022","SERVICIO","S/","74915"," "," "," ","21/01/2022","09/02/2022","08/02/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO DE CENTRO DE DATOS CORPORATIVO, BAJO LA MODALIDAD DE CONTRATACIÓN POR ÍTEMS ¿ ÍTEMS 2. CATÁLOGO DE SERVICIOS DE COMUNCIACIONES","20458605662-FONDO NACIONAL DE FINANCIAMIENTO DE LA ACTIVIDAD EMPRESARIAL - FONAFE","20546904106-NEXTNET S.A.C.","CP-SM-4-2021-FONAFE-1","S/N","SERVICIO","S/","3072720"," "," "," ","28/01/2022","01/10/2022","30/09/2026","Publicado"
"CONTRATACIÓN DEL SERVICIO DE REESTRUCTURACIÓN Y MEJORA EN LA AUTOMATIZACIÓN DE LOS PROCESOS DE CONSOLIDACIÓN PARA LA OBTENCIÓN DE LOS ESTADOS FINANCIEROS Y NOTAS CONSOLIDADOS DEL GRUPO FONAFE","20458605662-FONDO NACIONAL DE FINANCIAMIENTO DE LA ACTIVIDAD EMPRESARIAL - FONAFE","20601529514-CORPORACION OPTIMICE S.A.C.","AS-SM-12-2021-FONAFE-1","OS-001-01-2022","SERVICIO","S/","100000"," "," "," ","06/01/2022","07/01/2022","07/04/2022","Publicado"
"CONTRATACIÓN DEL SERVICIO DE DISEÑO, ILUSTRACIÓN Y DIAGRAMACIÓN DE MATERIAL GRÁFICO Y DIGITAL DIRIGIDO A LAS AUDIENCIAS EXTERNAS DEL FONAFE","20458605662-FONDO NACIONAL DE FINANCIAMIENTO DE LA ACTIVIDAD EMPRESARIAL - FONAFE","10412183148-PEÑA ABANTO ELENA VERONICA","AS-SM-13-2021-FONAFE-1","OS-001-02-2022","SERVICIO","S/","47400"," "," "," ","03/02/2022","03/02/2022","02/02/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO DE AGENCIAMIENTO DE PASAJES AÉREOS INTERNACIONALES Y SERVICIOS CONEXOS","20504774288-MINISTERIO DE COMERCIO EXTERIOR Y TURISMO","20267781151-CONTINENTAL TRAVEL S.A.C.","AS-SM-17-2021-MINCETUR/CS-3","CONTRATO N° 02-2022-MINCETUR/SG/OGA","SERVICIO","$","51671.29","237636.26","237636.26"," ","14/01/2022","15/01/2022","14/01/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE CIRCUITO CERRADO DE TELEVISIÓN PARA EL MINCETUR","20504774288-MINISTERIO DE COMERCIO EXTERIOR Y TURISMO","20600737261-DG SEGURIDAD INTEGRAL S.A.C.","AS-SM-31-2021-MINCETUR/CS-1","CONTRATO N° 03-2022-MINCETUR/SG/OGA","SERVICIO","S/","295621","591242","139598.77","451643.23","21/01/2022","22/02/2022","13/03/2025","Publicado"
"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA EL DISEÑO DE EXPERIENCIA TURÍSTICA EN LA RUTA DE AVES DE SAN MARTÍN Y AMAZONAS","20504774288-MINISTERIO DE COMERCIO EXTERIOR Y TURISMO","10419940556-CONSORCIO RUTA DE AVES","AS-SM-20-2021-MINCETUR/CS-3","CONTRATO N° 05-2022-MINCETUR/SG/OGA/OASA","SERVICIO","S/","46000","46000","46000"," ","09/02/2022","10/02/2022","24/06/2022","Publicado"
" SUPERVISIÓN DE LA OBRA: CULMINACIÓN DE OBRA DEL PROYECTO: MEJORAMIENTO DE LA CARRETERA RODRIGUEZ DE MENDOZA - EMPALME PE-5N (LA CALZADA), TRAMO: SELVA ALEGRE - EMPALME PE-5N (LA CALZADA)","20503503639-MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL)","20602584357-CONSORCIO SUPERVISOR ALEGRE LA CALZADA","CP-SM-36-2021-MTC/20-1","01-2022-MTC/20.2","CONSULTORIA","S/","3799999.63","3799999.63","3799999.63","3378504.86","19/01/2022","20/01/2022","26/09/2022","Publicado"
"Estudio Definitivo del proyecto Rehabilitación y Mejoramiento de la Carretera Chagual - Tayabamba - Puente Huacrachuco, Tramo: Tayabamba - Puente Huacrachuco","20503503639-MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL)","20101345018-HOB CONSULTORES S.A.","CP-SM-20-2021-MTC/20-1","002-2022-MTC/20.2","CONSULTORIA","S/","5667424","5667424","1700227.2","5667424","19/01/2022","20/01/2022","17/10/2022","Publicado"
" ADQUISICION DE DIESEL B5 S-50 PARA LA OPERACIÓN DE LOS VEHICULOS Y MAQUINARIA PESADA DE LOS MANTENIMIENTOS RUTINARIOS A CARGO DE LA UNIDAD ZONAL CUSCO-APURIMAC","20503503639-MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL)","10450152841-CARREÑO ZANABRIA RUTH YUDI","SIE-SIE-1-2021-MTC/20-UZCUS-2","001-2022-MTC/20-UZCUS","BIEN","S/","680000","695000","510000","185000","17/01/2022","20/01/2022","15/04/2023","Publicado"
"SERVICIO DE MANTENIMIENTO RUTINARIO DE LA CARRETERA JULIACA - PUTINA - ORIENTAL - SANDIA - SAN IGNACIO - PUNTA DE CARRETERA Y DV. PUTINA - MOHO - CONIMA - MILILAYA FRONTERA CON BOLIVIA Y DV. MILILAYA - TILALI - FRONTERA CON BOLIVIA","20503503639-MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL)","20448586228-CONSTRUCCION Y MANTENIMIENTO ZEAL SOCIEDAD COMERCIAL D E RESPONSABILIDAD LIMITADA","AS-SM-8-2021-MTC/20.UZPUN-1","CONTRATO N° 001-2022-MTC/20.UZPUN","SERVICIO","S/","348800","348800","348800"," ","04/02/2022","07/02/2022","09/08/2022","Publicado"
"SEGURIDAD Y VIGILANCIA PARA EL CAC LORETO","20504743307-MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - ADMINISTRACIÓN GENERAL","20528465952-TACTICA DE SEGURIDAD S.A.C","AS-SM-28-2021-VIVIENDA-OGA.UE-1","007-2022-VIVIENDA-OGA-UE.001","SERVICIO","S/","83850","100628.46","92242.75","8385.71","31/01/2022","01/02/2022","15/03/2023","Publicado"
